seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
9,18732505,18816737, 84233,-,tsc22d1,ENSDARG00000038306, 2,-32.889952270,0.733333333,0.732142857,0.683333333,0.125000000,0.500000000,0.469987229
9,18213940,18278580, 64641,+,dnajc15,ENSDARG00000038309, 2, 40.514728562,0.711851852,0.200000000,0.474358974,0.833333333,0.858695652,0.746443812
25, 4707173, 4735221, 28049,-,drd4a,ENSDARG00000038363, 4,  0.305850695,0.530593093,0.480360589,0.424982675,0.502118644,0.432397959,0.515151515
3, 4045789, 4214905,169117,+,si:dkeyp-52c3.7,ENSDARG00000038392, 3,-32.609003776,0.962962963,0.830314010,0.964912281,0.762820513,0.527777778,0.499341238
11, 2683112, 2690933,  7822,+,b3galt6,ENSDARG00000038414, 2, 33.926348866,0.759810875,0.307692308,0.485714286,0.966666667,0.637681159,0.983870968
8,50148834,50180226, 31393,+,entpd4,ENSDARG00000038422, 2,-23.722456872,0.500000000,0.636254502,0.481660232,0.272727273,0.360660173,0.303571429
23, 2787422, 2872819, 85398,+,plcg1,ENSDARG00000038442, 3, 22.737980277,0.627450980,0.533242134,0.654300480,0.859850641,0.740248640,0.784858388
25, 2333258, 2357107, 23850,-,mrps35,ENSDARG00000038456, 2, 30.881180128,0.316589506,0.347826087,0.153846154,0.647058824,0.428571429,0.739489489
6,58696475,58772272, 75798,+,igsf8,ENSDARG00000038467, 2,-38.714805372,0.956213104,0.887254902,0.947222222,0.415567862,0.499777675,0.751268094
22,36755263,36776243, 20981,-,acy1,ENSDARG00000038475, 1, 17.669172932,0.941176471,0.545454545,0.833333333,0.937500000,0.964285714,0.921052632
2,57892666,57918317, 25652,-,si:dkeyp-68b7.7,ENSDARG00000038476, 2,-37.987562925,0.736689400,0.786636860,0.703125000,0.196969697,0.431937173,0.401530612
25,18434301,18445279, 10979,+,cep41,ENSDARG00000038500, 1, 23.268101761,0.888888889,0.969696970,0.250000000,1.000000000,0.952380952,0.863636364
8, 1837695, 1856656, 18962,+,snap29,ENSDARG00000038518, 2, 29.905971863,0.484523810,0.640154440,0.657967033,0.950000000,0.864942529,0.915873016
24,37336169,37351737, 15569,+,gnptg,ENSDARG00000038566, 1, 19.767441860,0.000000000,0.000000000,0.000000000,0.333333333,0.083333333,0.346153846
24,37329119,37340739, 11621,-,tsr3,ENSDARG00000038567, 3,  3.182584334,0.811594203,0.747126437,0.667708985,0.792982456,0.736751832,0.748579142
21,45265589,45337118, 71530,+,tcf7,ENSDARG00000038672, 2,-47.725431605,0.757575758,0.885416667,0.683035714,0.233947237,0.322417101,0.169444444
13,22696215,22715102, 18888,+,si:ch211-134m17.9,ENSDARG00000038686, 1, 61.509971510,0.307692308,0.405405405,0.000000000,0.866666667,0.777777778,0.966666667
2,37293088,37296159,  3072,+,gpr160,ENSDARG00000038700, 2, 40.050056607,0.287179487,0.228297872,0.234890110,0.634920635,0.718379447,0.562500000
21, 7898107, 7901424,  3318,+,ch25hl2,ENSDARG00000038728, 1, 37.441340557,0.451428571,0.661290323,0.660000000,0.903614458,0.936046512,0.857142857
21, 7863243, 7884905, 21663,-,s100z,ENSDARG00000038729, 1, 22.846683893,0.333333333,0.636363636,0.700000000,0.739130435,0.952380952,0.857142857
23,14992800,15038789, 45990,-,phf20b,ENSDARG00000038737, 1,-41.842063618,0.888888889,0.937500000,1.000000000,0.527777778,0.638888889,0.352941176
2,32357226,32389441, 32216,-,ubtfl,ENSDARG00000038780, 1,-26.858345021,0.857142857,0.769230769,0.733333333,0.473684211,0.550000000,0.591836735
24,11112113,11327849,215737,-,myrip,ENSDARG00000038814, 3,-12.079618630,0.618602313,0.589898990,0.666666667,0.407738095,0.513645224,0.566666667
2,30290719,30326610, 35892,-,jph1b,ENSDARG00000038826, 1, 18.116788321,0.712643678,0.923076923,0.291666667,0.976562500,0.742857143,0.730769231
14,46199941,46215571, 15631,-,setd7,ENSDARG00000038858, 1, 24.791666667,1.000000000,0.586206897,0.600000000,0.950000000,0.942857143,1.000000000
17,41079512,41266561,187050,+,babam2,ENSDARG00000038863, 3, 10.806692006,0.867895545,0.705370288,0.541865395,0.822436320,0.931672744,0.737054645
20, 6308564, 6478705,170142,-,trappc8,ENSDARG00000038866, 1,-20.437956204,1.000000000,1.000000000,1.000000000,0.774647887,0.848484848,0.787878788
7,22291894,22309032, 17139,+,tmem256,ENSDARG00000038901, 1, 43.076288660,0.857142857,0.415384615,0.468750000,0.945945946,0.976744186,0.941176471
9,54312035,54363357, 51323,-,rad50,ENSDARG00000038917, 1, 26.181980375,0.647058824,0.958333333,0.653846154,0.965517241,1.000000000,0.857142857
21,39005905,39026754, 20850,-,traf4b,ENSDARG00000038964, 3, -4.222258229,0.634532845,0.358024691,0.481074481,0.553343800,0.371492705,0.377723178
17,51642687,51653631, 10945,-,ccr6b,ENSDARG00000038968, 1, 17.016806723,1.000000000,0.733333333,0.576923077,0.916666667,0.964285714,0.774193548
8, 5119360, 5157545, 38186,-,DPYSL2 (1 of many),ENSDARG00000038974, 1, 18.741283124,0.812500000,0.955555556,0.571428571,0.982456140,1.000000000,0.950000000
7,13682012,13737618, 55607,+,pdcd7,ENSDARG00000038976, 1, 63.919902913,0.000000000,0.428571429,0.066666667,0.670588235,0.941860465,0.628571429
2,23821622,23837423, 15802,+,si:dkey-24c2.9,ENSDARG00000038979, 4, 19.403157227,0.276050420,0.449915825,0.286153846,0.553725591,0.500039547,0.626139032
2, 9592319, 9609879, 17561,-,txndc12,ENSDARG00000038980, 1,-22.857142857,0.875000000,0.980392157,1.000000000,1.000000000,0.300000000,0.913043478
2,23622788,23679422, 56635,-,cdyl,ENSDARG00000038985, 1, 18.023176551,0.939759036,0.710526316,0.813186813,0.966101695,0.982456140,0.984375000
13,46175478,46180510,  5033,+,marcksl1a,ENSDARG00000039034, 4, 39.294128004,0.535947712,0.440871062,0.516025641,0.843896841,0.925213675,0.901090166
15,38339386,38363787, 24402,-,trpc2a,ENSDARG00000039065, 3,-38.562505216,0.733333333,0.714285714,0.666666667,0.305810398,0.319253125,0.303030303
2,53501750,53527896, 26147,-,im:7138239,ENSDARG00000039070, 1,-46.544715447,0.682539683,0.585365854,0.000000000,0.016666667,0.032786885,0.232558140
15,43797258,43818697, 21440,+,tyr,ENSDARG00000039077, 2,-20.557706548,0.312500000,0.250000000,0.253623188,0.058252427,0.058823529,0.065217391
15,38101135,38131845, 30711,-,si:dkey-24p1.1,ENSDARG00000039096, 1, 22.269144144,0.708333333,0.628571429,0.594594595,0.881578947,0.852941176,0.815789474
13,36868365,36913118, 44754,-,trim9,ENSDARG00000039123, 1,-21.805555556,0.710382514,0.632653061,0.732142857,0.609756098,0.276785714,0.714285714
13,36311894,36321308,  9415,-,cox16,ENSDARG00000039136, 1, 31.252791069,0.692307692,0.468085106,0.355555556,0.787037037,0.952941176,0.707865169
5,25943246,26063332,120087,+,trpm3,ENSDARG00000039181, 1, 18.097921803,0.608695652,0.718750000,0.866666667,0.943181818,0.818181818,0.956521739
6,21093918,21155195, 61278,+,spega,ENSDARG00000039256, 1,-43.180979709,0.369863014,0.380952381,0.676470588,0.000000000,0.009433962,0.000000000
7, 1455379, 1468521, 13143,+,emc4,ENSDARG00000039268, 1, 27.343750000,0.500000000,0.666666667,0.400000000,0.818181818,0.840000000,0.666666667
9, 6007077, 6127872,120796,+,st6gal2a,ENSDARG00000039335, 1,-35.335335335,0.909090909,0.708333333,0.684210526,0.108695652,0.655172414,0.527777778
18,26967414,26979940, 12527,-,rcn2,ENSDARG00000039378, 1,-52.401433692,0.923076923,0.979591837,0.785714286,0.619047619,0.533333333,0.115384615
4, 8045564, 8157571,112008,-,wnk1b,ENSDARG00000039392, 1, 21.107219828,0.888888889,0.418604651,0.660000000,0.906250000,0.932692308,0.909090909
13,24421515,24431095,  9581,-,cep68,ENSDARG00000039411, 1,-53.165312948,0.888888889,0.893617021,0.942857143,0.181818182,0.535714286,0.339622642
15,28408664,28425011, 16348,+,pitpnaa,ENSDARG00000039490, 1, 37.327266599,0.043478261,0.232558140,0.423076923,0.878048780,0.285714286,0.583333333
13,12526043,12540539, 14497,+,rrh,ENSDARG00000039534, 1, 24.598930481,0.421052632,0.916666667,0.692307692,0.863636364,0.933333333,0.870967742
9, 9735493, 9844149,108657,-,fstl1b,ENSDARG00000039576, 1, 49.217013607,0.208469055,0.005882353,0.367346939,0.589285714,0.782608696,0.560975610
11,  997100, 1026483, 29384,-,slc6a1b,ENSDARG00000039647, 1, 21.845041647,0.500000000,0.724137931,0.727272727,0.875000000,0.947368421,0.900000000
20,52582532,52725696,143165,+,si:dkey-235d18.5,ENSDARG00000039652, 2, 15.915979809,0.717558871,0.409090909,0.573279352,0.965139642,0.785970093,0.705892256
20,52490192,52525680, 35489,+,TSTA3 (1 of many),ENSDARG00000039669, 1, 38.506241929,0.018867925,0.409090909,0.230769231,0.408000000,0.736842105,0.405405405
17,21311401,21370775, 59375,-,shtn1,ENSDARG00000039697, 1, 64.049333898,0.000000000,0.382352941,0.500000000,0.943396226,0.942307692,0.967741935
24,10897768,11059305,161538,-,asap1b,ENSDARG00000039729, 2,  5.598942800,0.500000000,0.389483066,0.425675676,0.458333333,0.500000000,0.468750000
8,26005308,26032245, 26938,+,xpc,ENSDARG00000039754, 1, 17.211370373,0.631578947,0.297297297,0.833333333,0.809523810,0.571428571,0.854838710
13, 4437074, 4453663, 16590,+,tbxtb,ENSDARG00000039806, 1, 25.339393224,0.428571429,0.454545455,0.656250000,0.793814433,0.909090909,0.577777778
4, 3453146, 3475397, 22252,+,znf800b,ENSDARG00000039843, 1, 15.150704477,0.840000000,0.903225806,0.512820513,0.941176471,0.954545455,0.900000000
16,51152918,51178268, 25351,+,dhdds,ENSDARG00000039851, 1, 44.716553288,0.393939394,0.673913043,0.421052632,1.000000000,0.971428571,0.964912281
16,44881829,44902306, 20478,-,rbm42,ENSDARG00000039910, 1, 31.690140845,0.000000000,0.000000000,0.000000000,0.070422535,0.689655172,0.476190476
16,46203693,46209855,  6163,+,bola1,ENSDARG00000039915, 1, 21.689922481,0.333333333,0.578947368,0.615384615,1.000000000,1.000000000,0.407407407
3, 8506061, 8512201,  6141,-,CABZ01064671.1,ENSDARG00000039935, 2, 39.446473101,0.277375566,0.858333333,0.652777778,0.963768116,0.967366160,0.940198675
25,35500552,35503409,  2858,+,fibina,ENSDARG00000039949, 1,-18.395105726,0.714285714,0.681818182,0.894736842,0.451923077,0.835164835,0.326530612
10, 1394940, 1414161, 19222,+,gdnfa,ENSDARG00000039959, 1, 26.996407847,0.542857143,0.312500000,0.230769231,0.636363636,0.750000000,0.375000000
14,46456091,46619228,163138,-,prom1a,ENSDARG00000039966, 2, 16.876933034,0.839405072,0.747357294,0.705769231,0.952661064,0.958646617,0.989130435
24,32409753,32474949, 65197,+,neurod6a,ENSDARG00000040008, 1,-31.143162393,0.280000000,0.562500000,0.095238095,0.049180328,0.027027027,0.021739130
20,23496255,23649028,152774,+,palld,ENSDARG00000040009, 2, 26.892301279,0.611111111,0.563178463,0.701932367,0.944444444,0.891812865,0.889112903
24,35536664,35563672, 27009,-,mcm4,ENSDARG00000040041, 1,-39.151333800,0.980769231,0.859649123,0.633333333,0.137254902,0.362637363,0.773809524
1,37750171,38132612,382442,+,GALNTL6,ENSDARG00000040048, 3,  4.403395244,0.848484848,0.717575758,0.717691665,0.743051002,0.719373219,0.844444444
3,36119782,36129234,  9453,-,coil,ENSDARG00000040070, 1,-23.259585312,0.888888889,0.804878049,0.820512821,0.551724138,0.785714286,0.475000000
16,42057918,42068617, 10700,-,zp3d.1,ENSDARG00000040081, 1,-22.417003789,0.469879518,0.370370370,0.405405405,0.147058824,0.268965517,0.162162162
10, 1745475, 1829225, 83751,-,epb41l4a,ENSDARG00000040087, 5,  7.256087687,0.652422986,0.769527185,0.660129821,0.766190824,0.770624485,0.707390084
8,  955162,  981735, 26574,-,znf366,ENSDARG00000040116, 1,-50.468429823,0.910344828,0.936708861,0.968253968,0.461538462,0.400000000,0.440677966
16,43818896,44129387,310492,-,zfpm2a,ENSDARG00000040123,11, 12.878404517,0.717615364,0.628837906,0.696425204,0.825209552,0.857980441,0.675560266
20, 2729436, 2745385, 15950,+,syncrip,ENSDARG00000040184, 1,-17.668566002,0.774468085,0.806451613,0.727272727,0.572649573,0.645454545,0.534351145
14,47000351,47393084,392734,-,fstl5,ENSDARG00000040198, 2, 17.389135053,0.584931507,0.565128901,0.384852217,0.709634425,0.645639911,0.821609403
16,29072874,29196517,123644,-,mef2d,ENSDARG00000040237, 2, 11.922657952,0.757601351,0.774509804,0.744680851,0.798554283,0.992424242,0.866666667
1, 2220363, 2240119, 19757,+,rap2ab,ENSDARG00000040246, 1,-15.145278450,0.819444444,0.407407407,0.951219512,0.232876712,0.726495726,0.790476190
17, 5829851, 5862222, 32372,-,si:ch73-340m8.2,ENSDARG00000040258, 3, 39.830453526,0.126984127,0.245947851,0.371825397,0.675925926,0.641939995,0.751012146
17, 5349922, 5516693,166772,+,runx2a,ENSDARG00000040261, 5,-20.218846435,0.553893035,0.656133417,0.816363636,0.642465381,0.354682573,0.289588378
16,24213078,24520040,306963,-,cadm4,ENSDARG00000040291, 2, -9.641221873,0.465517241,0.687500000,0.682662539,0.521836735,0.487742831,0.547169811
16,23835847,23977525,141679,+,nbn,ENSDARG00000040303, 1, 95.312500000,0.000000000,0.000000000,0.000000000,0.970588235,1.000000000,0.800000000
24,11469811,11508064, 38254,-,prpf4bb,ENSDARG00000040310, 1, 25.184577523,0.173913043,0.720930233,0.500000000,1.000000000,0.794117647,0.721311475
2,55833425,55863351, 29927,-,rx2,ENSDARG00000040321, 5,-25.257095197,0.958235294,0.710324675,0.898399709,0.599256079,0.622992424,0.501195863
10, 8399929, 8412964, 13036,+,hvcn1,ENSDARG00000040338, 1,-56.128863279,1.000000000,0.941176471,0.882352941,0.452830189,0.333333333,0.166666667
18,44596787,44613252, 16466,-,spred3,ENSDARG00000040358, 3,-16.318029183,0.742577159,0.786593707,0.584659323,0.580916217,0.528750545,0.583075655
19,11039517,11108315, 68799,-,arhgef1a,ENSDARG00000040380, 1, 16.719014715,0.744186047,0.860869565,0.819277108,0.970588235,0.973684211,0.965648855
12, 1467090, 1526051, 58962,+,usp22,ENSDARG00000040407, 3,-39.617399747,0.609523810,0.688800164,0.703603604,0.170370370,0.401576123,0.076923077
25,31714335,31741309, 26975,-,acot19,ENSDARG00000040427, 1, 28.009043756,0.500000000,0.448275862,0.392857143,0.724137931,0.695652174,0.725490196
18,40875873,40886087, 10215,-,snrpd2,ENSDARG00000040440, 1,-28.692493947,0.947368421,0.368421053,0.619047619,0.377777778,0.280000000,0.422222222
14, 4084120, 4123052, 38933,-,irf2,ENSDARG00000040465, 1, 61.367965368,0.250000000,0.441176471,0.380952381,0.969696970,1.000000000,1.000000000
14, 4047215, 4078480, 31266,-,enpp6,ENSDARG00000040469, 2, 37.790698261,0.192460317,0.203065356,0.149122807,0.487179487,0.600449922,0.485294118
16,21240491,21418775,178285,+,osbpl3b,ENSDARG00000040482, 2,-69.066390652,0.926892552,0.931982996,0.941176471,0.053427031,0.205764337,0.768716578
16,21423114,21441226, 18113,+,gsdmeb,ENSDARG00000040485, 1,-43.115656963,1.000000000,0.962962963,0.957446809,0.000000000,0.428571429,0.760869565
10, 8298984, 8360396, 61413,-,csgalnact1a,ENSDARG00000040535, 1,-62.790697674,0.937500000,0.800000000,0.235294118,0.000000000,0.000000000,0.000000000
18,36064389,36081908, 17520,+,bckdha,ENSDARG00000040555, 1,-16.628959276,1.000000000,0.937500000,1.000000000,0.769230769,0.958333333,0.622222222
6,56139852,56179707, 39856,+,tfap2c,ENSDARG00000040606, 6, 30.471021875,0.316789216,0.317738791,0.321121431,0.656825064,0.659909910,0.544328300
15,42597501,42679838, 82338,+,grik1b,ENSDARG00000040627, 1,-62.500000000,0.979166667,1.000000000,0.764705882,0.564102564,0.034482759,0.272727273
15,42558354,42575208, 16855,+,zgc:110333,ENSDARG00000040628, 1, 19.117647059,0.962962963,0.727272727,0.500000000,0.936507937,1.000000000,0.930232558
18,11504561,11549906, 45346,+,PRMT8,ENSDARG00000040633, 1, 16.666666667,0.000000000,0.000000000,0.000000000,0.320000000,0.333333333,0.026315789
15,41813703,41845709, 32007,+,pxylp1,ENSDARG00000040644, 1,-19.631467045,0.903225806,0.828571429,0.764705882,0.520833333,0.617647059,0.837837838
25,  314608,  350784, 36177,-,prickle1a,ENSDARG00000040649, 1, 19.250889307,0.909090909,0.812500000,0.500000000,0.933333333,0.961538462,0.857142857
2,44424609,44510752, 86144,+,kcnab1b,ENSDARG00000040741, 1,-39.315559996,0.964102564,0.965517241,0.903225806,0.725274725,0.524509804,0.496453901
22,38127467,38139908, 12442,-,tm4sf4,ENSDARG00000040747, 3, 30.789512651,0.411538462,0.515409340,0.411111111,0.761111111,0.586206897,0.913105413
25,25132703,25144387, 11685,-,tsg101a,ENSDARG00000040854, 1, 33.606557377,0.294117647,0.519230769,0.647058824,0.905982906,0.778846154,0.820689655
18,31115136,31206658, 91523,+,tcf25,ENSDARG00000040861, 4, -3.205169255,0.502176617,0.651298357,0.443122512,0.493253968,0.489836449,0.475000000
14, 6989142, 7014588, 25447,+,hnrnph1,ENSDARG00000040881, 1, 18.989520958,0.666666667,0.590909091,0.604651163,0.762711864,0.890625000,0.727272727
22,30811775,30937510,125736,-,si:dkey-49n23.1,ENSDARG00000040920, 3, 10.001246089,0.592885375,0.750000000,0.333333333,0.713225371,0.763888889,0.706060606
18,23868650,24025013,156364,-,nr2f2,ENSDARG00000040926, 3,-10.970314335,0.775641026,0.788505747,0.644444444,0.644265233,0.666348977,0.602391887
16,14586141,14675907, 89767,+,deptor,ENSDARG00000040930, 1,-49.367007262,0.814814815,0.800000000,0.684210526,0.036363636,0.161764706,0.750000000
9,31750628,31833565, 82938,+,itgbl1,ENSDARG00000040985, 1, 16.481187069,0.625000000,0.750000000,0.866666667,0.939393939,0.891304348,0.906250000
18,48696094,48747517, 51424,-,st3gal4,ENSDARG00000041006, 6,  2.508276541,0.637979576,0.712254782,0.659644505,0.644730405,0.710594606,0.653889033
18,21198762,21220851, 22090,-,calb2a,ENSDARG00000041062, 3,  4.707650273,0.481481481,0.466666667,0.307692308,0.518440860,0.329833543,0.528752060
18,21178721,21190768, 12048,-,got2a,ENSDARG00000041068, 2, 19.323185738,0.808080808,0.678571429,0.707317073,0.842948718,0.934210526,0.896308980
16,11722230,11760596, 38367,+,ceacam1,ENSDARG00000041119, 1, 47.525216983,0.703703704,0.218750000,0.321428571,0.885714286,0.789473684,0.909090909
15,28006768,28087563, 80796,-,dhrs13a.3,ENSDARG00000041137, 1, 17.873601053,0.533333333,0.800000000,0.678571429,0.903225806,0.900000000,0.904761905
15,28086193,28109505, 23313,-,cryba1a,ENSDARG00000041141, 1, 15.566037736,0.000000000,0.000000000,0.000000000,0.012048193,0.200000000,0.305084746
7, 4217234, 4238510, 21277,+,si:ch211-63p21.4,ENSDARG00000041159, 3, -4.905494327,0.738639583,0.794039600,0.769325912,0.786443495,0.571214407,0.799707602
14,43552490,43572769, 20280,+,adra1bb,ENSDARG00000041173, 1,-37.127457197,1.000000000,0.954545455,1.000000000,0.500000000,0.695652174,0.590909091
4,26970862,27079859,108998,+,slc6a1l,ENSDARG00000041205, 7, 18.066054817,0.542818740,0.440121306,0.478831533,0.680198462,0.715419270,0.676343498
20,53366611,53401999, 35389,+,cdc40,ENSDARG00000041226, 1,-44.370806742,0.875000000,0.911111111,1.000000000,0.531914894,0.346153846,0.666666667
20,54034981,54051196, 16216,+,wdr20b,ENSDARG00000041239, 2, 39.277721899,0.859126984,0.576480263,0.383333333,0.978828829,0.988372093,0.956521739
8,51375308,51406806, 31499,-,lgi3,ENSDARG00000041358, 3, -4.219453565,0.931547619,0.769023569,0.824543947,0.822222222,0.634146341,0.878095238
8,49730163,49745517, 15355,-,zgc:136564,ENSDARG00000041372, 1, 19.698544699,0.937500000,0.785714286,0.530612245,0.964285714,1.000000000,0.933333333
20,46765733,46775258,  9526,-,si:ch211-57i17.5,ENSDARG00000041375, 2,-14.232960274,0.884848485,1.000000000,0.787330317,0.713355348,0.780769231,0.791666667
10, 6967293, 6978645, 11353,-,sh2d4a,ENSDARG00000041378, 2,-32.026396461,0.772727273,0.803571429,0.842948718,0.519411765,0.490919997,0.472132231
18,15569627,15612856, 43230,-,arntl2,ENSDARG00000041381, 1, 29.188743671,0.588235294,0.625000000,0.083333333,0.726027397,0.707317073,0.542857143
20,46440580,46523077, 82498,+,zc3h14,ENSDARG00000041402, 1, 15.664255805,0.937500000,0.620689655,0.923076923,0.937500000,1.000000000,0.955555556
20,46442282,46469280, 26999,-,rmdn3,ENSDARG00000041407, 1,-25.860566449,0.000000000,0.581395349,0.380952381,0.052631579,0.257142857,0.074074074
20,46425963,46442137, 16175,+,rad51,ENSDARG00000041411, 1, 25.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.476923077,0.119047619
23, 4899238, 4917118, 17881,-,atp6ap1a,ENSDARG00000041417, 2, 18.673260103,0.806938160,0.672156863,0.756756757,0.936211472,0.921626984,0.935867896
18,19004063,19039960, 35898,+,slc24a1,ENSDARG00000041431, 1, 31.828408580,0.263157895,0.637931034,0.682926829,0.923076923,0.933333333,0.902777778
24,12738848,12752502, 13655,+,si:ch211-196f5.2,ENSDARG00000041492, 2,-19.212041659,0.873397436,0.881818182,0.868842365,0.660000000,0.634803922,0.750000000
15, 2776506, 2805313, 28808,-,tgfb1a,ENSDARG00000041502, 2,-15.835818163,0.784661931,0.978260870,0.843410853,0.616362451,0.672008547,0.747368421
8, 1649821, 1682945, 33125,+,rasal1b,ENSDARG00000041515, 5, 32.688397336,0.195535714,0.566578524,0.672414350,0.859761446,0.840969837,0.851336451
1,  508885,  515786,  6902,-,trmt10c,ENSDARG00000041575, 1, 50.474193870,0.006369427,0.000000000,0.291666667,0.356589147,0.604938272,0.712500000
18,17416254,17426306, 10053,+,ces3,ENSDARG00000041595, 1, 31.034482759,0.000000000,0.000000000,0.000000000,0.150000000,0.250000000,0.457142857
15,21220744,21241416, 20673,-,si:dkey-105h12.2,ENSDARG00000041685, 1, 18.448562604,0.791666667,0.777777778,0.578947368,0.869565217,0.916666667,0.928571429
18,16123852,16130165,  6314,+,bhlhe41,ENSDARG00000041691, 1,-23.721425804,0.888888889,0.984615385,1.000000000,0.839285714,0.650306748,0.580246914
20,40764645,40840993, 76349,+,tbc1d32,ENSDARG00000041734, 2,-46.862327437,0.407407407,1.000000000,0.857142857,0.107142857,0.125000000,0.310708899
18,16111185,16125222, 14038,-,sspn,ENSDARG00000041747, 1,-22.073052733,0.781250000,0.818181818,0.692307692,0.872727273,0.432989691,0.483333333
8,43094799,43160486, 65688,-,ccdc92,ENSDARG00000041750, 2, 43.076048916,0.205128205,0.760326087,0.516071429,0.933653846,0.925000000,0.958054627
18,16387745,16592056,204312,-,mgat4c,ENSDARG00000041791, 2, 28.290337164,0.613636364,0.513611615,0.383333333,0.728473998,0.852836879,0.787339972
22,35203017,35263902, 60886,+,tsc22d2,ENSDARG00000041839, 1, 40.667144051,0.777777778,0.740740741,0.257142857,1.000000000,1.000000000,0.962962963
15, 8235531, 8311217, 75687,-,tnfrsf19,ENSDARG00000041869, 1, 41.417062590,0.023255814,0.625000000,0.857142857,0.857142857,1.000000000,0.806451613
17,52493499,52523002, 29504,-,prox2,ENSDARG00000041952, 1,-32.474422130,0.213114754,0.307692308,0.764705882,0.013157895,0.000000000,0.000000000
10,11593998,11763927,169930,-,adamts6,ENSDARG00000041982, 6, 16.058531317,0.510280537,0.590616787,0.476621543,0.690143711,0.667552771,0.699160505
20,34702410,34713528, 11119,-,si:ch211-63o20.7,ENSDARG00000042000, 1,-55.005268704,1.000000000,0.869565217,0.500000000,0.555555556,0.300000000,0.113636364
9, 6607514, 6620067, 12554,-,si:dkeyp-118h3.6,ENSDARG00000042025, 2, 65.317215982,0.764705882,0.183333333,0.181818182,1.000000000,0.958333333,0.983870968
2,58887599,58904477, 16879,-,mau2,ENSDARG00000042056, 1, 75.379477838,0.000000000,0.025641026,0.000000000,0.979166667,0.457142857,1.000000000
22,20143036,20155026, 11991,+,eef2a.2,ENSDARG00000042065, 1,-31.575091575,1.000000000,0.717948718,0.692307692,0.448275862,0.500000000,0.387755102
9, 7722152, 7728223,  6072,+,mnx2a,ENSDARG00000042106, 1, 57.600000000,0.430769231,0.382352941,0.076923077,0.915492958,0.924731183,0.918032787
9, 7410798, 7446753, 35956,-,bin1a,ENSDARG00000042114, 1, 23.975588492,0.265306122,0.666666667,0.692307692,0.674418605,0.558823529,0.750000000
6,54185643,54271549, 85907,+,pacsin1b,ENSDARG00000042128, 2, 33.043478261,0.633333333,0.312500000,0.469480519,0.700000000,0.805555556,0.772118604
17,36687094,36844267,157174,-,myo6b,ENSDARG00000042141, 4,  2.048700609,0.643393393,0.626687598,0.676126126,0.613423655,0.739937368,0.635015213
8,17395929,17518448,122520,-,skia,ENSDARG00000042151, 1, 49.628460577,0.578947368,0.333333333,0.485714286,0.916666667,0.964285714,0.901639344
18,10924197,10959429, 35233,+,ttc38,ENSDARG00000042188, 1, 29.885057471,1.000000000,0.545454545,0.538461538,0.904761905,1.000000000,1.000000000
14,10751249,10764629, 13381,-,fgf16,ENSDARG00000042233, 2, 28.980722020,0.720779221,0.634920635,0.468085106,0.919491525,0.919549550,0.915283453
14,10654975,10737898, 82924,+,atrx,ENSDARG00000042236, 1, 15.408606988,0.791666667,0.790322581,0.775510204,0.950617284,0.934782609,0.932432432
18, 8503370, 8581907, 78538,-,FRMD4A,ENSDARG00000042249, 3,-13.758835845,0.770707071,0.905033238,0.555767246,0.501913052,0.664411028,0.762973619
24,  117680,  150447, 32768,+,tgfbr1b,ENSDARG00000042259, 2,-49.339867105,0.951974214,0.989361702,0.785067873,0.355747126,0.508426966,0.451515152
25,34843115,34859819, 16705,+,tmem231,ENSDARG00000042272, 1,-20.840309336,0.857142857,0.727272727,0.800000000,0.600000000,0.933333333,0.312500000
15,17028473,17048822, 20350,+,plin2,ENSDARG00000042332, 4, 56.531406568,0.000000000,0.138301282,0.125000000,0.823732719,0.742424242,0.484126984
18, 7609298, 7622892, 13595,+,trim35-30,ENSDARG00000042396, 1,-25.812093953,0.727272727,0.789473684,1.000000000,0.500000000,0.388888889,0.733333333
18,12464461,12656011,191551,-,hipk2,ENSDARG00000042518, 4,-32.801022007,0.813379025,0.748745209,0.744900576,0.523715007,0.317288153,0.479954855
8,25225590,25249284, 23695,-,gnat2,ENSDARG00000042529, 1,-17.448425624,0.831967213,0.864705882,0.902439024,0.669014085,0.586466165,0.844660194
21, 3476207, 3615702,139496,-,dym,ENSDARG00000042555, 3,-10.203444994,0.609088080,0.635309538,0.577420677,0.456246895,0.451461412,0.641519723
20,30723778,30889820,166043,+,nhsl1b,ENSDARG00000042627, 2, 21.513871494,0.619047619,0.715584416,0.796380090,0.978260870,0.908333333,0.934615385
15,18861872,18988585,126714,+,cadm1b,ENSDARG00000042677, 4,-25.199279244,0.137931034,0.380608974,0.290521978,0.000000000,0.015306122,0.027777778
9,21399189,21405066,  5878,+,cx30.3,ENSDARG00000042707, 2, -2.720462401,0.757065270,0.846253469,0.771849593,0.726276276,0.744463253,0.851254181
13,50518815,50569658, 50844,-,blnk,ENSDARG00000042722, 1, 25.077839448,0.821428571,0.702702703,0.625000000,0.979166667,1.000000000,0.918918919
