ovIndex,chr,start.x,end.x,strand.x,pvalue,qvalue,meth.diff,seqnames,start.y,end.y,width,strand.y,gene_id,gene_name
3034,11,308000,308000,+,0.000460763751003543,0.0069987839863308,15.1502538916174,NA,NA,NA,NA,NA,NA,NA
3035,11,339239,339239,-,2.60352969882653e-107,8.63028904208956e-104,-89.1891891891892,NA,NA,NA,NA,NA,NA,NA
3036,11,354887,354887,-,4.03970323893615e-24,4.06195216440312e-22,-54.4303797468354,NA,NA,NA,NA,NA,NA,NA
3037,11,460500,460500,+,2.28422474226294e-11,9.13669131225703e-10,-24.540892508043,NA,NA,NA,NA,NA,NA,NA
3038,11,460501,460501,-,2.69639003422922e-14,1.37860865068813e-12,-28.2514748250789,11,459731,461930,2200,-,ENSDARG00000109176,5S_rRNA
3039,11,460519,460519,-,1.67803882514607e-17,1.09173759785299e-15,-32.0426454220608,11,459731,461930,2200,-,ENSDARG00000109176,5S_rRNA
3040,11,596675,596675,+,5.50267278371691e-31,8.10987136768141e-29,69.0789473684211,NA,NA,NA,NA,NA,NA,NA
3041,11,659358,659358,-,1.04505551413725e-09,3.59199735177212e-08,45.1965524490225,NA,NA,NA,NA,NA,NA,NA
3042,11,659391,659391,-,7.77473150668647e-11,2.97097820835991e-09,45.5436720142603,NA,NA,NA,NA,NA,NA,NA
3043,11,713379,713379,+,0.000127785016699483,0.00224179144727296,17.9656969170647,11,712386,714585,2200,+,ENSDARG00000100795,timp4.3
3044,11,716920,716920,-,0.000288819013519345,0.00463893641200679,20.7241683838681,NA,NA,NA,NA,NA,NA,NA
3045,11,716925,716925,-,0.000104847528964768,0.00187524854348744,23.0172927847346,NA,NA,NA,NA,NA,NA,NA
3046,11,716955,716955,-,0.000399367717365657,0.00617040106342481,21.7839269944068,NA,NA,NA,NA,NA,NA,NA
3047,11,716974,716974,-,0.00279499908881631,0.0312256037606767,17.1802325581395,NA,NA,NA,NA,NA,NA,NA
3048,11,779555,779555,+,2.14912463353275e-20,1.70448839904118e-18,-27.5641025641026,11,777754,779953,2200,+,ENSDARG00000100157,tamm41
3049,11,779556,779556,-,1.3463201146227e-29,1.84296990614412e-27,-33.5306186868687,NA,NA,NA,NA,NA,NA,NA
3050,11,899132,899132,+,1.2173366224097e-12,5.44697869640518e-11,24.4109979833752,NA,NA,NA,NA,NA,NA,NA
3051,11,959884,959884,-,1.64133761717655e-06,3.95065667119723e-05,28.3914728682171,NA,NA,NA,NA,NA,NA,NA
3052,11,967545,967545,-,0.00054619839267963,0.00811672505007968,-20.3451709259874,NA,NA,NA,NA,NA,NA,NA
3053,11,976961,976961,+,3.74447055037234e-06,8.59329585855783e-05,-31.6602316602317,NA,NA,NA,NA,NA,NA,NA
3054,11,986938,986938,+,1.26662780867052e-20,1.01871234987255e-18,28.0002200583154,NA,NA,NA,NA,NA,NA,NA
3055,11,986939,986939,-,1.91100638870757e-22,1.73671277498715e-20,27.1700298125015,NA,NA,NA,NA,NA,NA,NA
3056,11,987711,987711,+,4.95932120084123e-10,1.76222984506808e-08,20.821025524502,NA,NA,NA,NA,NA,NA,NA
3057,11,988217,988217,-,7.25822233650892e-19,5.18062625047135e-17,46.8176546831298,NA,NA,NA,NA,NA,NA,NA
3058,11,1021820,1021820,-,0.000505682779645379,0.00758810454464185,21.8450416470218,NA,NA,NA,NA,NA,NA,NA
3059,11,1077559,1077559,-,0.000266024183100796,0.00431462390879305,-24.7606019151847,NA,NA,NA,NA,NA,NA,NA
3060,11,1105311,1105311,+,9.24067799403445e-08,2.59369423052737e-06,29.6236559139785,NA,NA,NA,NA,NA,NA,NA
3061,11,1180560,1180560,-,0.000114627242501884,0.00203337321947695,-21.0526315789474,NA,NA,NA,NA,NA,NA,NA
3062,11,1219721,1219721,+,0.00143529255283917,0.0183160252294013,15.1850957845999,NA,NA,NA,NA,NA,NA,NA
3063,11,1276326,1276326,+,3.02156445568971e-09,9.93259626485952e-08,16.1064514094722,NA,NA,NA,NA,NA,NA,NA
3064,11,1281630,1281630,-,1.08959318424471e-09,3.73844028397066e-08,-15.9462369988686,NA,NA,NA,NA,NA,NA,NA
3065,11,1281813,1281813,-,1.33245976788665e-08,4.09537262858494e-07,19.7173034021194,NA,NA,NA,NA,NA,NA,NA
3066,11,1289263,1289263,-,1.18278721162302e-08,3.65312569781372e-07,17.5958898737156,NA,NA,NA,NA,NA,NA,NA
3067,11,1289318,1289318,+,9.98793769003285e-14,4.89353782040617e-12,16.6151750310166,NA,NA,NA,NA,NA,NA,NA
3068,11,1321775,1321775,-,0.00284567771093908,0.0316466390218419,15.0617283950617,NA,NA,NA,NA,NA,NA,NA
3069,11,1412993,1412993,+,1.64808974703229e-12,7.29818713018141e-11,16.4361639652337,NA,NA,NA,NA,NA,NA,NA
3070,11,1440253,1440253,-,6.36285691570167e-05,0.00119253916209361,-26.3090947636209,NA,NA,NA,NA,NA,NA,NA
3071,11,1441957,1441957,+,1.34047234031382e-05,0.000282753876044162,16.9496632399858,NA,NA,NA,NA,NA,NA,NA
3072,11,1447266,1447266,+,2.26441153288328e-08,6.79002469584131e-07,18.8047488196268,NA,NA,NA,NA,NA,NA,NA
3073,11,1447279,1447279,+,1.99289853183539e-05,0.000409448324902292,15.4405500791043,NA,NA,NA,NA,NA,NA,NA
3074,11,1469862,1469862,+,0.000822779547767158,0.0115114380407422,18.2142857142857,NA,NA,NA,NA,NA,NA,NA
3075,11,1469863,1469863,-,0.00140867265138036,0.0180321388845064,21.1258697027198,NA,NA,NA,NA,NA,NA,NA
3076,11,1475364,1475364,-,2.08211381174764e-05,0.000426550993474072,-28.0691454664057,NA,NA,NA,NA,NA,NA,NA
3077,11,1500598,1500598,-,5.70060007821616e-09,1.81971221658033e-07,-33.2638749749549,NA,NA,NA,NA,NA,NA,NA
3078,11,1524585,1524585,-,0.00292161017320854,0.0322965263428845,-18.8459461544396,NA,NA,NA,NA,NA,NA,NA
3079,11,1553947,1553947,-,6.52899369057283e-07,1.65643671301601e-05,-33.6650652024708,NA,NA,NA,NA,NA,NA,NA
3080,11,1561972,1561972,-,1.28997519902388e-05,0.000272715831164,23.1442577030812,NA,NA,NA,NA,NA,NA,NA
3081,11,1562337,1562337,-,0.000144243482396868,0.00249918052734826,18.2097186700767,NA,NA,NA,NA,NA,NA,NA
3082,11,1707435,1707435,-,1.79007943786178e-10,6.62200661287943e-09,-34.3452380952381,NA,NA,NA,NA,NA,NA,NA
3083,11,1713237,1713237,-,2.50997065120187e-11,1.00069650066357e-09,29.2096219931272,NA,NA,NA,NA,NA,NA,NA
3084,11,1717055,1717055,+,3.90371011678893e-11,1.53003190335947e-09,-35.7267534116154,NA,NA,NA,NA,NA,NA,NA
3085,11,1717180,1717180,-,1.95329332271285e-12,8.59326409891242e-11,-39.0312965722802,NA,NA,NA,NA,NA,NA,NA
3086,11,1721073,1721073,-,0.00298698489439568,0.0328611805751181,-26.6137040714995,NA,NA,NA,NA,NA,NA,NA
3087,11,1745265,1745265,+,0.00211696363666149,0.0250992849384634,23.2621535665606,NA,NA,NA,NA,NA,NA,NA
3088,11,1745266,1745266,-,5.96421286504717e-05,0.00112487312613255,29.8573975044563,NA,NA,NA,NA,NA,NA,NA
3089,11,1745293,1745293,+,0.00189535077271381,0.0229683225532898,16.4470695138573,NA,NA,NA,NA,NA,NA,NA
3090,11,1745326,1745326,-,0.000341498127328815,0.00537949536874196,26.4979450573221,NA,NA,NA,NA,NA,NA,NA
3091,11,1748448,1748448,+,3.82267983614555e-06,8.76272550712549e-05,-32.7272727272727,NA,NA,NA,NA,NA,NA,NA
3092,11,1786005,1786005,+,6.61703476755109e-35,1.20088645742238e-32,31.6298420194524,NA,NA,NA,NA,NA,NA,NA
3093,11,1786006,1786006,-,4.42175052962385e-37,9.03606955441479e-35,35.8936084489739,NA,NA,NA,NA,NA,NA,NA
3094,11,1793002,1793002,+,3.1646475104733e-11,1.25007923628926e-09,23.1415643180349,NA,NA,NA,NA,NA,NA,NA
3095,11,1793003,1793003,-,1.65203605782354e-12,7.31512256036681e-11,26.4988867684478,NA,NA,NA,NA,NA,NA,NA
3096,11,1807029,1807029,+,8.37025554626109e-10,2.90829232563603e-08,31.9369369369369,NA,NA,NA,NA,NA,NA,NA
3097,11,1807103,1807103,+,1.06343228720497e-24,1.10733229950297e-22,-45.5555555555556,NA,NA,NA,NA,NA,NA,NA
3098,11,1859866,1859866,-,9.81525349179762e-05,0.00176698819332477,19.9383212657549,NA,NA,NA,NA,NA,NA,NA
3099,11,1859893,1859893,-,4.57450623592853e-06,0.00010366525766455,15.3392330383481,NA,NA,NA,NA,NA,NA,NA
3100,11,1966136,1966136,+,0.000897367699232007,0.0123954619254308,22.7663902362697,NA,NA,NA,NA,NA,NA,NA
3101,11,2079552,2079552,+,8.71102430937225e-08,2.45237227802563e-06,-30.5806828129559,NA,NA,NA,NA,NA,NA,NA
3102,11,2079558,2079558,+,0.000552245447818087,0.00819210829192133,-17.6846697758387,NA,NA,NA,NA,NA,NA,NA
3103,11,2212276,2212276,-,3.68417433575433e-06,8.46430925794241e-05,19.9385560675883,NA,NA,NA,NA,NA,NA,NA
3104,11,2224696,2224696,-,4.4322766048156e-09,1.43011859250005e-07,-51.0752688172043,NA,NA,NA,NA,NA,NA,NA
3105,11,2224704,2224704,-,8.75799911615549e-08,2.46455609138062e-06,35.0273224043716,NA,NA,NA,NA,NA,NA,NA
3106,11,2224707,2224707,-,0.000787570752059471,0.0110955996597951,-19.6174863387978,NA,NA,NA,NA,NA,NA,NA
3107,11,2255237,2255237,+,2.78508974309563e-07,7.39682115603951e-06,16.7557226729995,NA,NA,NA,NA,NA,NA,NA
3108,11,2255246,2255246,+,6.62136852799938e-12,2.7791051594338e-10,-26.6921802707488,NA,NA,NA,NA,NA,NA,NA
3109,11,2255292,2255292,-,3.4678759893983e-16,2.05824345080715e-14,-15.2972242692213,NA,NA,NA,NA,NA,NA,NA
3110,11,2579973,2579973,+,4.2951030885082e-06,9.77581762269017e-05,30.9080459770115,NA,NA,NA,NA,NA,NA,NA
3111,11,2595748,2595748,+,1.10919246703306e-08,3.43732428525395e-07,30.3813374125874,11,2594667,2596866,2200,+,ENSDARG00000105398,dnajc14
3112,11,2612759,2612759,-,5.01385217042106e-72,4.59975983416089e-69,-49.0342505082484,NA,NA,NA,NA,NA,NA,NA
3113,11,2617363,2617363,-,0.00278499743714022,0.0311351361154944,25.6913470115968,NA,NA,NA,NA,NA,NA,NA
3114,11,2635039,2635039,+,0.000258439880246878,0.00420605446666146,-20.214686045407,NA,NA,NA,NA,NA,NA,NA
3115,11,2684182,2684182,+,5.15681781460805e-14,2.57921004378285e-12,38.4261462795494,11,2683112,2685311,2200,+,ENSDARG00000038414,b3galt6
3116,11,2684236,2684236,+,9.37173928825109e-09,2.92898009397975e-07,29.42655145326,11,2683112,2685311,2200,+,ENSDARG00000038414,b3galt6
3117,11,2832176,2832176,+,3.69353111716205e-14,1.8677356122746e-12,-16.228215052528,NA,NA,NA,NA,NA,NA,NA
3118,11,2840512,2840512,+,0.000237520778474934,0.00390361377722777,-24.5959795033504,NA,NA,NA,NA,NA,NA,NA
3119,11,2840561,2840561,-,1.86127940053675e-05,0.00038418269548621,-20.3229203229203,11,2838500,2840699,2200,-,ENSDARG00000045023,lhfpl5a
3120,11,2845192,2845192,-,1.21261544081958e-08,3.74159284559859e-07,36.2937062937063,NA,NA,NA,NA,NA,NA,NA
3121,11,2916545,2916545,-,6.13999829075509e-05,0.00115461519689201,22.2167675775923,NA,NA,NA,NA,NA,NA,NA
3122,11,2959886,2959886,+,2.49482654287981e-14,1.27925981144e-12,25.6304985337243,NA,NA,NA,NA,NA,NA,NA
3123,11,2959905,2959905,-,4.10648966996982e-06,9.37405013021695e-05,21.9485495347564,NA,NA,NA,NA,NA,NA,NA
3124,11,2968958,2968958,+,6.25591679652829e-16,3.64095913275843e-14,41.3793103448276,NA,NA,NA,NA,NA,NA,NA
3125,11,2968959,2968959,-,7.51973543626059e-15,4.02044084825299e-13,40.0543226999538,NA,NA,NA,NA,NA,NA,NA
3126,11,2979845,2979845,+,0.000990014585590724,0.0134667260261482,19.6438064859117,NA,NA,NA,NA,NA,NA,NA
3127,11,2995211,2995211,-,1.43035169437933e-06,3.46912245060945e-05,18.7219730941704,NA,NA,NA,NA,NA,NA,NA
3128,11,2995732,2995732,-,9.30582875586025e-12,3.85272588728354e-10,44.3127421928425,NA,NA,NA,NA,NA,NA,NA
3129,11,3049133,3049133,+,1.40566011630883e-07,3.86232323544974e-06,42.7123695976155,NA,NA,NA,NA,NA,NA,NA
3130,11,3049141,3049141,+,0.00236063568713918,0.0273608181871008,19.1560412871888,NA,NA,NA,NA,NA,NA,NA
3131,11,3104788,3104788,+,1.0419410583083e-09,3.58231864476432e-08,48.8035892323031,NA,NA,NA,NA,NA,NA,NA
3132,11,3104789,3104789,-,1.85820524631477e-09,6.23091604888178e-08,47.9367866549605,NA,NA,NA,NA,NA,NA,NA
3133,11,3139045,3139045,-,3.91638595181579e-12,1.67530170100278e-10,37.0154459392128,NA,NA,NA,NA,NA,NA,NA
3134,11,3210444,3210444,-,2.92266935643004e-05,0.000583994990933458,26.1348528015195,NA,NA,NA,NA,NA,NA,NA
3135,11,3220674,3220674,-,4.20846081854079e-07,1.09331851180879e-05,17.3422228956739,NA,NA,NA,NA,NA,NA,NA
3136,11,3381950,3381950,-,4.58706803171337e-06,0.000103934224626145,17.3333333333333,11,3381144,3383343,2200,-,ENSDARG00000020840,mcrs1
3137,11,3444868,3444868,-,5.01388603883622e-29,6.65250608608687e-27,-65.3968253968254,NA,NA,NA,NA,NA,NA,NA
3138,11,3444888,3444888,-,7.47225937954678e-27,8.77692586781909e-25,-63.1746031746032,NA,NA,NA,NA,NA,NA,NA
3139,11,3534549,3534549,-,1.6073170393555e-79,1.8617148757793e-76,-42.6238351258034,NA,NA,NA,NA,NA,NA,NA
3140,11,3563644,3563644,+,0.00017089730867195,0.00290994816460175,16.2202380952381,NA,NA,NA,NA,NA,NA,NA
3141,11,3589186,3589186,-,0.000260312455313294,0.00423297079634325,25.9956355701037,NA,NA,NA,NA,NA,NA,NA
3142,11,3618154,3618154,+,6.56803977316771e-05,0.00122765980389551,15.9251220835594,NA,NA,NA,NA,NA,NA,NA
3143,11,3631849,3631849,+,1.99135985818019e-13,9.52934088372117e-12,-30.9817197020989,NA,NA,NA,NA,NA,NA,NA
3144,11,3631889,3631889,+,0.000172933561703141,0.00294133713279067,20.0167308014054,NA,NA,NA,NA,NA,NA,NA
3145,11,3631895,3631895,-,1.22853946655161e-31,1.87273101402454e-29,37.1515146399723,NA,NA,NA,NA,NA,NA,NA
3146,11,3670749,3670749,-,1.75515970315419e-05,0.000364094972131715,15.8954266027157,NA,NA,NA,NA,NA,NA,NA
3147,11,3672188,3672188,-,1.40859295738737e-07,3.87002732093892e-06,19.8623304070231,NA,NA,NA,NA,NA,NA,NA
3148,11,3733150,3733150,-,1.92492886630868e-05,0.00039633873395855,15.1679104477612,NA,NA,NA,NA,NA,NA,NA
3149,11,3757577,3757577,-,0.000101644865730046,0.00182378460395577,16.3875205254516,NA,NA,NA,NA,NA,NA,NA
3150,11,3764887,3764887,-,0.00253757969121999,0.0289643909706567,18.2000222494159,NA,NA,NA,NA,NA,NA,NA
3151,11,3764956,3764956,-,0.00265561632296231,0.0299950589682938,-17.8105310531053,NA,NA,NA,NA,NA,NA,NA
3152,11,3878975,3878975,+,7.66832352363245e-12,3.19883859148399e-10,28.2040229885057,NA,NA,NA,NA,NA,NA,NA
3153,11,3878989,3878989,+,3.1241527982744e-12,1.34823353008777e-10,26.031656302996,NA,NA,NA,NA,NA,NA,NA
3154,11,3879003,3879003,+,1.81737548274673e-11,7.32943810751557e-10,25.767749036874,NA,NA,NA,NA,NA,NA,NA
3155,11,3879022,3879022,+,4.02626964626726e-11,1.57611201414717e-09,23.9904200442152,NA,NA,NA,NA,NA,NA,NA
3156,11,3879031,3879031,+,3.46831277502363e-10,1.25003926824051e-08,23.4272920795713,NA,NA,NA,NA,NA,NA,NA
3157,11,3879061,3879061,+,6.26217645915654e-08,1.791199695928e-06,23.2456140350877,NA,NA,NA,NA,NA,NA,NA
3158,11,3879062,3879062,-,1.03009898763222e-14,5.45398293130036e-13,33.3561175666439,NA,NA,NA,NA,NA,NA,NA
3159,11,3879072,3879072,-,5.84208113959811e-17,3.66075093369823e-15,35.9098228663446,NA,NA,NA,NA,NA,NA,NA
3160,11,3879087,3879087,-,3.76131145270867e-17,2.39060972565094e-15,37.1937321937322,NA,NA,NA,NA,NA,NA,NA
3161,11,3879105,3879105,-,5.95102707696482e-14,2.96211638942232e-12,32.5559701492537,NA,NA,NA,NA,NA,NA,NA
3162,11,3879138,3879138,+,1.72724921956718e-10,6.39904895549157e-09,18.3941867308037,NA,NA,NA,NA,NA,NA,NA
3163,11,3879139,3879139,-,4.129450847807e-16,2.43955710711975e-14,33.9247020585049,NA,NA,NA,NA,NA,NA,NA
3164,11,3879154,3879154,+,2.01173624124898e-11,8.08503122769419e-10,18.7166928894077,NA,NA,NA,NA,NA,NA,NA
3165,11,3879184,3879184,+,1.1721929864117e-08,3.62208274912297e-07,16.7449376357118,NA,NA,NA,NA,NA,NA,NA
3166,11,3879966,3879966,-,1.09174344721717e-05,0.000233167437354547,27.5827280064568,NA,NA,NA,NA,NA,NA,NA
3167,11,3879970,3879970,-,0.000164191769919406,0.00280807317065626,23.1876659179089,NA,NA,NA,NA,NA,NA,NA
3168,11,3879981,3879981,+,3.99569167900845e-05,0.000779730667234396,22.1210340775558,NA,NA,NA,NA,NA,NA,NA
3169,11,3879982,3879982,-,0.0013942316535441,0.0178816181756833,19.9305697365734,NA,NA,NA,NA,NA,NA,NA
3170,11,3879996,3879996,+,3.52844635308019e-08,1.03623088432236e-06,22.080518018018,NA,NA,NA,NA,NA,NA,NA
3171,11,3879997,3879997,-,2.44545521129328e-07,6.53879308195309e-06,31.2662013958126,NA,NA,NA,NA,NA,NA,NA
3172,11,3880027,3880027,+,1.54401436508421e-09,5.2173212677922e-08,24.5955644449674,NA,NA,NA,NA,NA,NA,NA
3173,11,3880028,3880028,-,6.26218984889772e-10,2.20481692144868e-08,27.2474159960334,NA,NA,NA,NA,NA,NA,NA
3174,11,3880040,3880040,-,1.66569076374291e-08,5.0640574830544e-07,21.791859319336,NA,NA,NA,NA,NA,NA,NA
3175,11,3888489,3888489,-,4.78458008136292e-08,1.38426212968653e-06,18.0298507462687,NA,NA,NA,NA,NA,NA,NA
3176,11,3908143,3908143,-,3.65749758713582e-10,1.31545898412324e-08,21.8934911242604,11,3907738,3909937,2200,-,ENSDARG00000059323,rpn1
3177,11,3920032,3920032,+,5.95049181950117e-09,1.89521921044189e-07,19.2776406392101,NA,NA,NA,NA,NA,NA,NA
3178,11,3920164,3920164,-,3.99609906490754e-22,3.55938976645569e-20,43.813048245614,NA,NA,NA,NA,NA,NA,NA
3179,11,3920681,3920681,+,1.53918371702467e-11,6.24992718831844e-10,18.2428182008807,NA,NA,NA,NA,NA,NA,NA
3180,11,3924750,3924750,-,1.27513365174026e-27,1.56743045043638e-25,79.3851717902351,NA,NA,NA,NA,NA,NA,NA
3181,11,4034058,4034058,-,2.38857016268968e-05,0.000484273147772277,-24.8566513761468,NA,NA,NA,NA,NA,NA,NA
3182,11,4034060,4034060,-,4.64598166268505e-11,1.80843755243002e-09,28.3564814814815,NA,NA,NA,NA,NA,NA,NA
3183,11,4062514,4062514,-,0.00341840953066211,0.036468005497927,18.0445969125214,NA,NA,NA,NA,NA,NA,NA
3184,11,4073606,4073606,+,0.00132569305259661,0.017161795885935,17.7389705882353,NA,NA,NA,NA,NA,NA,NA
3185,11,4073679,4073679,+,8.53938877319681e-06,0.000185419687959885,23.0525362318841,NA,NA,NA,NA,NA,NA,NA
3186,11,4085244,4085244,-,9.2479260073195e-15,4.91159555307585e-13,-37.9985344917827,NA,NA,NA,NA,NA,NA,NA
3187,11,4090110,4090110,+,2.0222500228074e-13,9.67021947515556e-12,-41.7613886686052,NA,NA,NA,NA,NA,NA,NA
3188,11,4090111,4090111,-,3.10935807965246e-16,1.85242026358259e-14,-42.2874549986153,NA,NA,NA,NA,NA,NA,NA
3189,11,4104802,4104802,-,1.55831058122908e-06,3.76167812934099e-05,-30.8461538461538,NA,NA,NA,NA,NA,NA,NA
3190,11,4128690,4128690,+,8.2332908167287e-17,5.10580074200489e-15,37.786006410965,NA,NA,NA,NA,NA,NA,NA
3191,11,4128754,4128754,+,2.21422807459235e-06,5.24169126350844e-05,35.8869129046968,NA,NA,NA,NA,NA,NA,NA
3192,11,4128755,4128755,-,3.93876309014999e-12,1.68451361015341e-10,31.3505823775229,NA,NA,NA,NA,NA,NA,NA
3193,11,4128796,4128796,+,1.8647833331438e-06,4.45719293690801e-05,38.2159315339039,NA,NA,NA,NA,NA,NA,NA
3194,11,4128825,4128825,+,2.61368330628027e-06,6.12855378549386e-05,35.697827518104,NA,NA,NA,NA,NA,NA,NA
3195,11,4128858,4128858,-,8.00398422340106e-05,0.00146845286022727,29.6380090497737,NA,NA,NA,NA,NA,NA,NA
3196,11,4128908,4128908,-,0.000751868823417543,0.0106728899920468,24.6753246753247,NA,NA,NA,NA,NA,NA,NA
3197,11,4128914,4128914,-,1.60092856508817e-05,0.000334006296755279,24.7086247086247,NA,NA,NA,NA,NA,NA,NA
3198,11,4128924,4128924,+,8.64818931519159e-11,3.29071262002832e-09,37.5982651124966,NA,NA,NA,NA,NA,NA,NA
3199,11,4128925,4128925,-,0.000149868819424992,0.00258604147103263,24.5799769850403,NA,NA,NA,NA,NA,NA,NA
3200,11,4128946,4128946,+,2.22511299192824e-10,8.15190482204956e-09,40.875718708536,NA,NA,NA,NA,NA,NA,NA
3201,11,4128947,4128947,-,0.00479780339107002,0.047157194273714,18.2621150632609,NA,NA,NA,NA,NA,NA,NA
3202,11,4128978,4128978,-,3.37360870362492e-05,0.00066677182146454,23.0555555555556,NA,NA,NA,NA,NA,NA,NA
3203,11,4355499,4355499,+,6.51279798379678e-10,2.28795010211164e-08,-46.8409586056645,NA,NA,NA,NA,NA,NA,NA
3204,11,4361954,4361954,-,6.16557859072301e-08,1.76491559082162e-06,-22.3555380715097,NA,NA,NA,NA,NA,NA,NA
3205,11,4366759,4366759,-,1.99665629654992e-05,0.000410178234197986,16.6666666666667,NA,NA,NA,NA,NA,NA,NA
3206,11,4383661,4383661,+,2.33830268623598e-23,2.23898775262666e-21,31.8188929566006,NA,NA,NA,NA,NA,NA,NA
3207,11,4383662,4383662,-,7.54821984749268e-33,1.2263279117858e-30,37.0798659894088,NA,NA,NA,NA,NA,NA,NA
3208,11,4383668,4383668,+,3.9930836809439e-68,3.19439434323366e-65,-50.1139499688418,NA,NA,NA,NA,NA,NA,NA
3209,11,4383669,4383669,-,1.37673420207786e-75,1.41684690840224e-72,-51.1205167295194,NA,NA,NA,NA,NA,NA,NA
3210,11,4402941,4402941,+,1.69733579742761e-06,4.07775419623777e-05,25.3432011657336,NA,NA,NA,NA,NA,NA,NA
3211,11,4403017,4403017,+,0.000779402363300956,0.0109963502273087,19.1860465116279,NA,NA,NA,NA,NA,NA,NA
3212,11,4403026,4403026,-,0.00493681920602866,0.0481614289511772,18.640350877193,NA,NA,NA,NA,NA,NA,NA
3213,11,4403039,4403039,+,0.0021403685511308,0.0253195385019398,17.6356589147287,NA,NA,NA,NA,NA,NA,NA
3214,11,4403040,4403040,-,0.00197396767777144,0.0237243847232328,21.2504583791712,NA,NA,NA,NA,NA,NA,NA
3215,11,4403089,4403089,-,5.79147651089211e-05,0.00109501368665288,23.780487804878,NA,NA,NA,NA,NA,NA,NA
3216,11,4429325,4429325,-,2.7006031326167e-07,7.18324712135333e-06,28.3547794117647,NA,NA,NA,NA,NA,NA,NA
3217,11,4429630,4429630,+,1.41484224297712e-08,4.33658264359112e-07,-41.9805194805195,NA,NA,NA,NA,NA,NA,NA
3218,11,4429650,4429650,-,0.00450529098172977,0.044969441910693,15.3957879448075,NA,NA,NA,NA,NA,NA,NA
3219,11,4429664,4429664,-,1.37326112382753e-13,6.64841400797603e-12,-49.1358024691358,NA,NA,NA,NA,NA,NA,NA
3220,11,4429720,4429720,-,2.39147726451299e-09,7.93877253322005e-08,40.0689905591866,NA,NA,NA,NA,NA,NA,NA
3221,11,4429730,4429730,-,5.8362392713178e-08,1.67431575868304e-06,23.4358430540827,NA,NA,NA,NA,NA,NA,NA
3222,11,4433288,4433288,+,0.00011516443051383,0.00204211750455862,25.2592592592593,NA,NA,NA,NA,NA,NA,NA
3223,11,4433319,4433319,+,0.000181021728832005,0.00306350855558296,-17.2330827067669,NA,NA,NA,NA,NA,NA,NA
3224,11,4433320,4433320,-,1.34277360649542e-05,0.000283219381757742,-23.9130434782609,NA,NA,NA,NA,NA,NA,NA
3225,11,4433321,4433321,+,0.00105372703013274,0.0141826917261073,21.4444444444444,NA,NA,NA,NA,NA,NA,NA
3226,11,4433347,4433347,-,0.00181503815264068,0.0221782848165889,18.5111876075732,NA,NA,NA,NA,NA,NA,NA
3227,11,4433354,4433354,+,7.00340198094451e-05,0.00130111338833584,25.4564983888292,NA,NA,NA,NA,NA,NA,NA
3228,11,4505593,4505593,+,4.25765890211045e-25,4.52530962317315e-23,-35.4301806790495,NA,NA,NA,NA,NA,NA,NA
3229,11,4511408,4511408,-,5.86821853672048e-07,1.49734247719249e-05,31.2271062271062,NA,NA,NA,NA,NA,NA,NA
3230,11,4511424,4511424,-,7.73613362869899e-06,0.000169147432108455,26.7348837209302,NA,NA,NA,NA,NA,NA,NA
3231,11,4511439,4511439,-,0.000170049158215177,0.00289726469052815,25.5387931034483,NA,NA,NA,NA,NA,NA,NA
3232,11,4511465,4511465,-,0.000237708737141201,0.0039064888329437,24.1597286463151,NA,NA,NA,NA,NA,NA,NA
3233,11,4708334,4708334,-,1.63065284530517e-15,9.20038998502861e-14,-45.7696681995747,NA,NA,NA,NA,NA,NA,NA
3234,11,4717370,4717370,+,0.00395963421045079,0.0407982588696296,15.8095238095238,NA,NA,NA,NA,NA,NA,NA
3235,11,4717410,4717410,+,0.00265679328189495,0.0300049606840229,17.909143855562,NA,NA,NA,NA,NA,NA,NA
3236,11,4717418,4717418,+,0.000585391445210145,0.00861351203705424,19.6904197462,NA,NA,NA,NA,NA,NA,NA
3237,11,4735102,4735102,-,6.73919144471277e-05,0.00125658519245952,21.0893617021277,NA,NA,NA,NA,NA,NA,NA
3238,11,4747391,4747391,+,0.000696824095057149,0.0100025110026207,22.03332199932,NA,NA,NA,NA,NA,NA,NA
3239,11,4786955,4786955,+,0.000769938678093511,0.0108835600822786,24.1483639623487,NA,NA,NA,NA,NA,NA,NA
3240,11,4786962,4786962,+,0.00227798437582532,0.0265937572882416,21.4727924405344,NA,NA,NA,NA,NA,NA,NA
3241,11,4786975,4786975,+,4.32032596093262e-05,0.000838417913453356,29.0931290931291,NA,NA,NA,NA,NA,NA,NA
3242,11,4786988,4786988,+,0.000214860345630359,0.00356981827271852,26.3929618768328,NA,NA,NA,NA,NA,NA,NA
3243,11,4787006,4787006,+,0.00276841717754174,0.0309932255828726,21.4141414141414,NA,NA,NA,NA,NA,NA,NA
3244,11,4787029,4787029,+,0.000486552056269481,0.00733847659529717,24.8751248751249,NA,NA,NA,NA,NA,NA,NA
3245,11,4787034,4787034,+,0.000365757512516966,0.00571349214787514,25.347377857463,NA,NA,NA,NA,NA,NA,NA
3246,11,4956724,4956724,-,0.00118729793336215,0.0156721645969756,16.3339382940109,NA,NA,NA,NA,NA,NA,NA
3247,11,4970420,4970420,-,0.000169352362620609,0.00288695045522121,34.8958333333333,NA,NA,NA,NA,NA,NA,NA
