seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
15, 2473894, 2489934, 16041,+,panx1a,ENSDARG00000025285,  1,-1.948052e+00,1.0000000000,0.9615384615,0.8333333333,0.9444444444,0.9189189189,0.8656716418
18,11016203,11319187,302985,-,tspan9a,ENSDARG00000025299, 20,-2.203222e-01,0.8896395965,0.8667120171,0.8667312947,0.8555394040,0.8788887628,0.8630361940
3,31792441,31806481, 14041,-,gfap,ENSDARG00000025301,  2,-4.540943e+00,0.9705882353,0.9736842105,1.0000000000,0.9500000000,0.9230769231,0.9444444444
15,18128109,18155991, 27883,+,dixdc1a,ENSDARG00000025302,  5, 5.459997e+00,0.3969303459,0.3273182957,0.3933333333,0.3903726708,0.4763187823,0.4264079670
20,28432196,28501429, 69234,+,dpf3,ENSDARG00000025309, 17, 5.478571e-01,0.9016499917,0.8961842507,0.8812661811,0.8723981900,0.8809370239,0.8911300113
20,  326412,  396013, 69602,+,fynb,ENSDARG00000025319, 39, 1.510775e+00,0.8073291724,0.7755720215,0.8139065675,0.8157926941,0.8120246365,0.8229882866
13, 1797003, 1866711, 69709,+,col21a1,ENSDARG00000025320, 58,-5.862859e-01,0.9156987331,0.9079069921,0.8951296343,0.9104733722,0.9042103463,0.8902104628
1,53952230,53963933, 11704,+,ccsapa,ENSDARG00000025325, 18,-5.444036e+00,0.9167866728,0.9357905983,0.9435447593,0.8686134218,0.9084586782,0.8585158961
18,10692945,10715414, 22470,-,rbm28,ENSDARG00000025332,  7,-3.330690e+00,0.9469252064,0.9168986935,0.9377812664,0.9391001363,0.9252051987,0.8477362237
25,21714263,21743922, 29660,+,znf277,ENSDARG00000025346,  5, 2.130031e+00,0.9166666667,0.9111111111,0.9294117647,0.9142857143,0.9750000000,0.9394736842
9,46820636,46844179, 23544,-,igfbp5b,ENSDARG00000025348, 17,-2.081634e-01,0.6224632469,0.6068444769,0.6066612165,0.6098070571,0.6116590935,0.6188680368
2,53483322,53502424, 19103,-,admp,ENSDARG00000025372, 44, 1.880931e+00,0.9262283562,0.9185352286,0.9363499537,0.9442259492,0.9447607201,0.9469698470
23,  551396,  567183, 15788,+,lsm14b,ENSDARG00000025386, 18, 5.503954e-01,0.8103653938,0.8426992347,0.8312819231,0.8369009033,0.8352819407,0.8147302081
7, 7477398, 7495758, 18361,-,pfdn2,ENSDARG00000025391,  7,-2.587777e-01,0.9606208249,0.9605859257,0.9468150897,0.9869167869,0.9364010610,0.9351200663
6,41080003,41087692,  7690,-,srsf3a,ENSDARG00000025397,  7,-5.057998e+00,0.2703081232,0.2799812030,0.2786314526,0.1967032967,0.2040816327,0.2520631984
6, 8596428, 8609395, 12968,+,ube2g2,ENSDARG00000025404, 10, 1.088058e+00,0.7669453735,0.7459472548,0.7129347739,0.7647396799,0.7411444348,0.7342387039
9,28230522,28234444,  3923,+,fzd5,ENSDARG00000025420,  3, 7.946143e-01,0.6969696970,0.8481116585,0.9047619048,0.8555211558,0.8888888889,0.8290166473
11,42724712,42819730, 95019,+,tdrd3,ENSDARG00000025421, 10, 2.598447e+00,0.8692987429,0.8407420341,0.8219514538,0.9054566000,0.8864651527,0.8469619088
14,21859099,21901815, 42717,+,spon2a,ENSDARG00000025465, 14,-8.904559e-02,0.9193451323,0.8803195954,0.9015968702,0.8896590332,0.9166288026,0.9010211288
5,56275866,56306081, 30216,+,aatf,ENSDARG00000025467,  2,-5.601801e-01,1.0000000000,0.9547077922,0.9284802043,0.7857142857,0.9827586207,0.9379731380
8, 5202589, 5222125, 19537,-,bnip3la,ENSDARG00000025468, 11, 6.976574e+00,0.8876431662,0.9607916753,0.8718977921,0.9569861688,0.9590737128,0.9508019605
15,28938352,28974120, 35769,+,gipr,ENSDARG00000025478,  8,-3.720127e+00,0.8787946429,0.8574353887,0.8841110128,0.8183240287,0.8124458874,0.8554637253
9,32976302,32981660,  5359,+,nhlh2,ENSDARG00000025495,  3,-9.803922e-01,0.0133333333,0.0000000000,0.0238095238,0.0000000000,0.0000000000,0.0000000000
16,42938859,42967192, 28334,-,mtx1a,ENSDARG00000025500, 12,-1.503809e+00,0.9024948481,0.8964874235,0.9106337396,0.8992803030,0.8995108101,0.8694173742
15,29360714,29381134, 20421,+,gucy2f,ENSDARG00000025504,  2, 8.353304e-01,1.0000000000,0.8636363636,0.8936170213,0.8785714286,0.9759001161,0.8962264151
7, 3783875, 3852090, 68216,-,si:ch73-335d12.2,ENSDARG00000025505,  7,-1.817529e+00,0.9078610716,0.8816630066,0.9237866117,0.9068404424,0.9036369422,0.8593535917
24,37638626,37660664, 22039,+,wdr24,ENSDARG00000025507, 24,-1.393814e+00,0.9553959799,0.9279617246,0.8988412354,0.9177108171,0.9168682965,0.9130056719
1,45332641,45343851, 11211,-,zgc:101679,ENSDARG00000025518,  5,-1.082746e-01,0.5761432516,0.5903090849,0.5737399348,0.5800244200,0.5744680851,0.5815225806
23,31640239,31695309, 55071,-,sgk1,ENSDARG00000025522,  2, 7.897917e+00,0.3939393939,0.3798283262,0.4386422977,0.4187352525,0.6101306281,0.4912183055
14,35277343,35390283,112941,+,clint1a,ENSDARG00000025535,  9, 4.731038e-02,0.5586419753,0.5704949705,0.5949379324,0.6401515152,0.5765836016,0.5712062142
13,33244150,33251757,  7608,+,ndufaf1,ENSDARG00000025549,  2,-3.590819e+00,0.9666666667,0.9807692308,0.9583333333,0.9400000000,0.8887755102,0.9655069878
12,22230412,22240004,  9593,-,ormdl3,ENSDARG00000025555,  3, 1.972542e+00,0.8884994316,0.8891963109,0.9555125725,0.9680779570,0.9412238325,0.8717874396
25, 3304620, 3321365, 16746,+,slc25a3b,ENSDARG00000025566, 11, 4.576872e-01,0.0014430014,0.0052099947,0.0064935065,0.0079878174,0.0080195448,0.0155126911
14,12020936,12053654, 32719,-,zgc:66447,ENSDARG00000025577,  1, 9.484897e-01,0.0833333333,0.0000000000,0.0000000000,0.0000000000,0.0500000000,0.0196078431
2,57846844,57901998, 55155,+,plekhj1,ENSDARG00000025593, 46,-3.392257e-02,0.5082972004,0.5116635360,0.4957498485,0.5161143098,0.5031210174,0.4980751487
15,34334722,34420525, 85804,-,agmo,ENSDARG00000025595,  8,-9.168415e+00,0.8557692308,0.8432311622,0.8809523810,0.7078210383,0.7830882353,0.8330775376
4, 1459079, 1466395,  7317,+,trim35-14,ENSDARG00000025601,  1, 1.447022e+00,0.7500000000,1.0000000000,0.9166666667,0.9655172414,0.9090909091,0.9516129032
13,  516258,  556033, 39776,-,nvl,ENSDARG00000025605, 41, 1.543657e-02,0.7998701413,0.8081507927,0.8121949689,0.8111614664,0.7960046431,0.8099024622
3,22362687,22368562,  5876,-,ifnphi1,ENSDARG00000025607,  1,-2.012384e+00,0.9333333333,0.9705882353,0.8947368421,0.8571428571,0.9615384615,0.9069767442
9,37139836,37297485,157650,+,gli2a,ENSDARG00000025641,  2,-5.033921e+00,0.2631578947,0.1000000000,0.2209302326,0.1500000000,0.0555555556,0.1306122449
15,31331356,31366729, 35374,-,or111-2,ENSDARG00000025658,  3,-5.404905e+00,0.9722222222,1.0000000000,0.9682539683,0.9629629630,0.8850574713,0.9084151056
19,38766613,38874650,108038,-,adgrb2,ENSDARG00000025667,  4, 5.886267e+00,0.6666666667,0.8883333333,0.8981684982,0.9494949495,0.9392857143,0.9029369244
22,18882971,18897231, 14261,+,fstl3,ENSDARG00000025670,  7, 3.173466e+00,0.8535243529,0.8325792487,0.8746297790,0.9279052280,0.9036889638,0.8272411241
11,25632041,25679721, 47681,+,grm6b,ENSDARG00000025671,  9, 2.928579e+00,0.8009947257,0.8643785113,0.7923564590,0.8767676819,0.8615246203,0.8589275166
8,50066802,50135064, 68263,-,antxr1a,ENSDARG00000025672, 44, 2.279720e-01,0.8721899893,0.8771350631,0.8761823594,0.8857974995,0.8799129123,0.8543878687
21,   49521,   73786, 24266,+,dmgdh,ENSDARG00000025703, 20,-3.226141e-01,0.9450756865,0.9063654071,0.9659123407,0.9183555050,0.9481784349,0.9304257222
5,29597645,29645930, 48286,-,grin1b,ENSDARG00000025728,  5, 1.526654e+00,0.8606870607,0.8092371996,0.8514285714,0.8892765382,0.8823577588,0.8107649958
1, 6644529, 6664123, 19595,+,ube2f,ENSDARG00000025754,  2,-5.652893e-01,0.8834380928,0.9166666667,0.9305877306,0.9348502642,0.8894528152,0.8982812962
23,27041111,27063072, 21962,-,zgc:66440,ENSDARG00000025766, 14, 7.407288e-01,0.9198343391,0.9496382828,0.9367299367,0.9278923917,0.9382984031,0.9541204599
15,20406143,20414286,  8144,-,chp2,ENSDARG00000025788,  3, 1.373558e+00,0.9743589744,0.9285714286,0.9607843137,0.9333333333,0.9590840841,0.9571268238
16,31761825,31793165, 31341,-,chd4b,ENSDARG00000025789,  3,-1.741509e+00,1.0000000000,0.8502466526,0.8686067019,0.8333333333,0.9058201058,0.8306451613
7,13822150,13858955, 36806,+,abhd2a,ENSDARG00000025797,  7,-1.030982e+00,0.9444496593,0.9522332964,0.9462184874,0.9615774297,0.9374236874,0.9187730464
1,53911834,53920839,  9006,-,taf5l,ENSDARG00000025808, 14, 1.101764e+00,0.9647493821,0.9570903467,0.9227084929,0.9696996777,0.9705819212,0.9692777184
5,10055980,10084244, 28265,-,chek2,ENSDARG00000025820,  3, 3.209537e-01,0.3333333333,0.3250000000,0.2982456140,0.2969892473,0.3337164751,0.3389830508
4, 9652216, 9669410, 17195,-,dmtf1,ENSDARG00000025824,  3,-2.567722e+00,0.9373219373,0.9539682540,0.9829059829,0.9666666667,0.9814814815,0.9174368116
3,41645637,41706238, 60602,+,gna12a,ENSDARG00000025826, 60, 2.895143e-01,0.5546667727,0.5594356687,0.5493932572,0.5493327735,0.5569593457,0.5593088152
8,49090039,49115695, 25657,+,zgc:56525,ENSDARG00000025858,  4, 2.440925e+00,0.9583333333,0.9400782361,0.9352044352,0.9913793103,1.0000000000,0.9057017544
4, 9476500, 9502846, 26347,+,lmf2b,ENSDARG00000025859,  6, 5.083822e-01,0.9369747899,0.9509746589,0.9058212379,0.9335717353,0.9385251323,0.9422911143
5,45916680,45938325, 21646,+,ankdd1b,ENSDARG00000025866,  3, 3.065926e+00,1.0000000000,0.8274657441,0.9791666667,1.0000000000,0.9111111111,0.9491792929
12,26594013,26611347, 17335,-,kctd2,ENSDARG00000025875, 12, 4.176670e-02,0.0000000000,0.0023828976,0.0094818376,0.0046538153,0.0051859354,0.0035645268
2, 2790573, 2815259, 24687,-,usp14,ENSDARG00000025889,  4,-1.455947e+00,0.4637771613,0.4671195652,0.4723118280,0.4823328267,0.4456521739,0.4523655274
9,34639237,34647695,  8459,+,shox,ENSDARG00000025891,  4,-1.041901e+00,0.0125000000,0.0000000000,0.0294117647,0.0042372881,0.0071428571,0.0000000000
10, 2797285, 2801857,  4573,+,pnx,ENSDARG00000025899, 10, 1.125033e-01,0.8882882598,0.8945053606,0.8853502876,0.8786252810,0.9018718126,0.8754556329
11,24464356,24540860, 76505,-,plekhg5a,ENSDARG00000025902,  9, 1.615715e-01,0.9289210092,0.9189527863,0.8710087539,0.9320796131,0.9411607836,0.8852685343
1,55750593,55777154, 26562,+,tecrb,ENSDARG00000025904,  2, 2.904866e-02,0.0294117647,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098039216
14, 6157162, 6175947, 18786,+,bscl2l,ENSDARG00000025912, 19, 1.473067e+00,0.9412824044,0.9264842442,0.9203662352,0.9509858483,0.9491093991,0.9511551039
15,42395125,42551156,156032,+,tiam1b,ENSDARG00000025920, 71,-2.472857e+00,0.8905793441,0.8707640337,0.8767505487,0.8589975077,0.8425429572,0.8510177802
8, 7571095, 7605700, 34606,-,irak1,ENSDARG00000025949,  6,-4.309338e+00,0.9871794872,0.9315789474,1.0000000000,0.9296166796,0.8796296296,0.9450018477
6,47529881,47798989,269109,-,magi3b,ENSDARG00000025974, 44, 2.208328e+00,0.8859311313,0.8856653696,0.8388725615,0.8988696318,0.8874042999,0.8965147283
15,28634580,28787512,152933,-,blmh,ENSDARG00000025977, 13,-2.561461e-01,0.9782247919,0.9649159291,0.9677287931,0.9736352943,0.9729741209,0.9511417390
20, 2132816, 2206310, 73495,+,l3mbtl3,ENSDARG00000025983, 16, 6.919851e+00,0.6008306281,0.6403193184,0.6719401211,0.6350082311,0.8151326095,0.6914949291
14,33591626,33615794, 24169,-,xpnpep2,ENSDARG00000026017,  4,-4.552999e+00,0.9318181818,0.8426108374,0.9090909091,0.7531265031,0.8287445563,0.8860993658
9,54982537,55051256, 68720,+,mospd2,ENSDARG00000026024,  7, 9.429865e+00,0.7765151515,0.8834518676,0.8112219199,0.9371173852,0.9338792168,0.9121028777
9,32109911,32160288, 50378,-,ankrd44,ENSDARG00000026028, 10, 2.990386e+00,0.5411821848,0.5271814059,0.5091051361,0.5417044469,0.5231678281,0.5578966715
21,45364229,45375285, 11057,+,ube2b,ENSDARG00000026035, 13, 1.436244e+00,0.9545831080,0.9225772000,0.8655627932,0.9394203656,0.9395063068,0.9225962644
5,29650198,29672144, 21947,+,tsc1a,ENSDARG00000026048,  3, 9.231190e-01,0.8666666667,0.8714350338,0.9648879649,0.9521367521,0.9196428571,0.9078668458
15, 5084338, 5106171, 21834,+,mxf,ENSDARG00000026049,  2, 8.423112e-01,0.7808988764,0.7471081550,0.8323840920,0.7543859649,0.7696629213,0.8435346949
1,45661727,45669444,  7718,+,trappc5,ENSDARG00000026068,  2, 6.265664e-02,1.0000000000,1.0000000000,0.9198717949,0.9750000000,0.9722222222,0.9473684211
18,27569448,27626391, 56944,+,cd82b,ENSDARG00000026070,  2, 2.213795e+01,0.5937500000,0.5000000000,0.5675675676,0.7495610184,0.6250000000,0.8392857143
18,31089957,31107391, 17435,-,pdcd5,ENSDARG00000026072,  7, 1.703120e-02,0.9491911597,0.9458111890,0.9317039886,0.9377307708,0.9294993830,0.9446652858
13,47571405,47618847, 47443,+,lhcgr,ENSDARG00000026081, 21, 4.950357e-01,0.9125304705,0.8902211901,0.9328488992,0.9176247219,0.9202135751,0.9033804643
6,21633286,21680263, 46978,-,si:dkey-43k4.5,ENSDARG00000026084, 17, 7.670806e+00,0.8593596143,0.8699660348,0.8630758067,0.9284004248,0.9577749356,0.9435968137
6,46256820,46309060, 52241,+,zgc:162324,ENSDARG00000026086, 33, 3.206629e-01,0.9203906761,0.9318855235,0.8944411499,0.9026713647,0.9246219309,0.9188818779
12,  288108,  292815,  4708,-,adprm,ENSDARG00000026090, 64,-6.801716e-02,0.0037544203,0.0045173785,0.0052120193,0.0029265514,0.0031396851,0.0049870802
14,45304073,45335712, 31640,+,sfxn5b,ENSDARG00000026137,  7, 3.564751e+00,0.7717857143,0.6645462479,0.7460152460,0.7583226818,0.7089158896,0.8030873888
24,28764021,28895303,131283,-,col11a1a,ENSDARG00000026165, 12, 2.597402e+00,0.8064814815,0.7542913228,0.7081043956,0.7642653481,0.7808793619,0.7484473382
17,12439966,12500219, 60254,-,emilin1b,ENSDARG00000026166,  8, 2.570105e+00,0.9736898625,0.8744318182,0.9280575540,0.9456401031,0.9064668324,0.9276144557
13,40684133,40716702, 32570,+,hps1,ENSDARG00000026170,  2, 2.416840e+00,0.8822559091,0.8839041096,0.8838090853,0.9365100671,0.9052557541,0.8924551963
16, 4768266, 4796565, 28300,+,ube3d,ENSDARG00000026178, 37, 1.328063e+00,0.9449896722,0.9557666642,0.9396025637,0.9654986788,0.9570744408,0.9482166906
15,28248052,28264709, 16658,-,prpf8,ENSDARG00000026180,  1, 3.552837e+00,1.0000000000,0.9666666667,0.8292682927,1.0000000000,0.9523809524,0.9473684211
13,12993851,13032851, 39001,-,nsd2,ENSDARG00000026225, 11, 1.432005e+00,0.8767819203,0.9285705090,0.9650349650,0.9438536145,0.9580546265,0.9321569804
18,50273933,50356788, 82856,+,insyn1,ENSDARG00000026247, 49, 1.563506e+01,0.7425181954,0.8704311133,0.8033405834,0.9339085141,0.9156241477,0.9317095879
23,41949575,42095537,145963,-,slc1a7b,ENSDARG00000026248, 62, 4.469699e+00,0.8651079296,0.8700738869,0.8570427259,0.9022097030,0.9112422371,0.9089677945
24,39509721,39520630, 10910,-,lyrm1,ENSDARG00000026281, 18, 3.125176e+00,0.7369002525,0.7197026486,0.7193732194,0.7602250501,0.7469955115,0.7565355359
12, 9360316, 9440227, 79912,-,erbb2,ENSDARG00000026294, 10, 1.055843e+00,0.8921240699,0.8959886219,0.9295630046,0.9267781699,0.9058557782,0.9074732374
8,30795363,30825415, 30053,+,mmp11a,ENSDARG00000026325,  3,-6.342791e-01,0.0000000000,0.0115079365,0.0170940171,0.0000000000,0.0000000000,0.0103365385
24,28446387,28557301,110915,+,arhgap29a,ENSDARG00000026329, 24, 4.995941e-01,0.9412942955,0.9639792154,0.9282596505,0.9554208243,0.9629492034,0.9351036531
17,45529453,45554631, 25179,-,susd4,ENSDARG00000026335,  6, 6.984736e-01,0.0368645178,0.0729273214,0.0391919192,0.0553250256,0.0600479001,0.0601528731
8,23560183,23580660, 20478,-,wasb,ENSDARG00000026350,  3, 1.341167e+00,0.8840579710,0.8496732026,0.9649122807,0.9444444444,0.9393939394,0.7142857143
9,  905459,  914886,  9428,+,dbi,ENSDARG00000026369,  1,-4.363119e+00,1.0000000000,0.9803921569,1.0000000000,0.9056603774,1.0000000000,0.9534883721
7,71463106,71488162, 25057,-,aco1,ENSDARG00000026376,  4,-8.554645e-01,0.9375000000,0.9793191057,0.9444444444,0.9419434732,0.9604437229,0.9487179487
1,57277945,57282585,  4641,-,si:dkey-27j5.5,ENSDARG00000026383, 36,-1.457446e-01,0.0061679836,0.0087948135,0.0043369945,0.0054060556,0.0036857987,0.0053158005
1,10316077,10325025,  8949,+,pip4p1b,ENSDARG00000026387,  4, 2.386746e+00,0.9791666667,0.9288124157,0.9487179487,0.9404220779,0.9476190476,0.9850000000
18,15334117,15375620, 41504,-,rfx4,ENSDARG00000026395, 13, 6.243956e-01,0.9247863248,0.8564580007,0.8459174760,0.8839589225,0.8739475477,0.8556688073
5,60873055,60887935, 14881,-,rad51d,ENSDARG00000026400,  3, 6.166056e-01,0.9696969697,1.0000000000,0.9298245614,0.9333333333,1.0000000000,0.9791666667
10,24394023,24418471, 24449,-,hephl1b,ENSDARG00000026403,  3, 5.429044e+00,0.7949561404,0.6439296439,0.7695970696,0.9208754209,0.6265664160,0.7966764418
24,21978230,21991406, 13177,-,apoob,ENSDARG00000026444,  5, 9.918503e+00,0.8500000000,0.7988142292,0.9000000000,0.9866666667,0.9481481481,0.9464646465
5,24510619,24519768,  9150,-,tia1l,ENSDARG00000026476,  2,-4.467344e-01,0.0000000000,0.0000000000,0.0222222222,0.0000000000,0.0000000000,0.0064935065
12,26619906,26726048,106143,+,arhgap12b,ENSDARG00000026482, 14, 4.976404e+00,0.9007930526,0.8989694994,0.8764476658,0.9413813198,0.9723947680,0.9286328210
1,54960189,54974236, 14048,-,khsrp,ENSDARG00000026489, 27, 1.244724e-01,0.0722378140,0.0738464809,0.0744269071,0.0759346893,0.0740135874,0.0749710330
10,32681089,32788832,107744,+,ppm1e,ENSDARG00000026499, 68, 8.076882e-01,0.8282080502,0.8324492459,0.8001708168,0.8443730569,0.8174413784,0.8110432643
7, 3481334, 3510563, 29230,+,si:ch211-285c6.3,ENSDARG00000026505,  6, 1.150768e+01,0.8062342039,0.7385672604,0.7971091001,0.9138888889,0.8683908799,0.9045000698
20,15933028,16158419,225392,-,ralgps2,ENSDARG00000026519, 68, 2.333690e+00,0.7952984177,0.8234767902,0.8156425954,0.8429613114,0.8454386285,0.8284226448
10,28731749,28837812,106064,-,alcama,ENSDARG00000026531,  4,-2.334599e+00,0.9123168498,0.8664851076,0.9634146341,0.8073717949,0.8933566434,0.8979335130
23,10803188,10827419, 24232,+,ppp4r2a,ENSDARG00000026540,  2, 8.172737e-01,0.0333333333,0.0185185185,0.0000000000,0.0151515152,0.0260210804,0.0250000000
1,49923402,49934040, 10639,-,cyp2u1,ENSDARG00000026548,  2, 7.445249e+00,1.0000000000,0.7857142857,0.8636363636,0.9531250000,0.9615384615,0.8881313131
11, 3301277, 3310569,  9293,-,cdk2,ENSDARG00000026577,  2, 2.110250e-01,0.0000000000,0.0076923077,0.0000000000,0.0000000000,0.0000000000,0.0080645161
21,39421974,39454192, 32219,+,pafah1b1b,ENSDARG00000026595,  1,-1.470588e+00,0.0000000000,0.0000000000,0.0384615385,0.0000000000,0.0000000000,0.0000000000
12,34256139,34277465, 21327,+,socs3b,ENSDARG00000026611, 12,-3.987126e-02,0.9278488940,0.9370358123,0.8773809524,0.8961468493,0.9363635981,0.9401497385
14,46190807,46200373,  9567,-,zgc:113425,ENSDARG00000026616,  2, 4.382068e+00,0.8636363636,0.8285714286,0.9428571429,0.9253048780,0.9622507123,0.9075255102
20,26709009,26824550,115542,-,gmds,ENSDARG00000026629, 11,-5.382801e+00,0.8229752066,0.8598842537,0.8753544745,0.7783647233,0.8385253501,0.7839174088
20,43792866,43919689,126824,-,mark3b,ENSDARG00000026630, 15, 1.370867e+00,0.5332320868,0.5435579788,0.5455741360,0.5543546973,0.5594084869,0.5447122848
21,14644247,14694119, 49873,-,ehmt1b,ENSDARG00000026634,  5, 7.286279e+00,1.0000000000,0.8634057971,0.9157894737,0.9400000000,0.9894736842,0.9904761905
9,45678802,45697644, 18843,+,asb1,ENSDARG00000026635,  5, 7.630454e+00,0.9538461538,0.8758893281,0.8983333333,0.9750000000,0.9913043478,0.9698655410
15,24793473,24837655, 44183,+,gosr1,ENSDARG00000026654,  5, 6.009974e-01,0.8882160613,0.9221911422,0.8279210221,0.9750000000,0.9196638655,0.8564122070
21,38585686,38621305, 35620,-,slc25a14,ENSDARG00000026680,  7,-8.324725e-01,0.6875000000,0.6803443119,0.7142857143,0.6720573078,0.7009894867,0.6826617827
25, 3196855, 3219115, 22261,-,gtf2h1,ENSDARG00000026701,  8,-4.190421e-01,0.8916179337,0.9678165375,0.9609375000,0.9665404040,0.9255052602,0.9440582157
15,41752335,41758507,  6173,-,ftr72,ENSDARG00000026704,  1, 1.792115e+00,0.7083333333,0.9729729730,0.8750000000,0.9428571429,0.7692307692,0.9107142857
3,17613599,17651899, 38301,+,rab5c,ENSDARG00000026712,  1, 1.877983e+00,0.8906250000,0.8750000000,1.0000000000,0.9493670886,0.8653846154,0.9659090909
17,50259603,50285417, 25815,+,syncripl,ENSDARG00000026723,  6, 7.788340e-01,0.4813492063,0.4562732589,0.5000000000,0.4806201550,0.4928728414,0.4863945578
10,13305610,13398720, 93111,-,il11ra,ENSDARG00000026736, 13, 2.605915e+00,0.9009324009,0.9017575774,0.9340201465,0.9484532467,0.9613719614,0.9170517836
15,22720682,23188894,468213,+,grik4,ENSDARG00000026753, 72, 1.559485e+00,0.9109149250,0.9050799422,0.8839816307,0.9244278708,0.9114618311,0.9072395068
6,  100506,  109626,  9121,+,ldlrb,ENSDARG00000026759, 43, 7.337430e-01,0.3699763625,0.3763439734,0.3665640946,0.3741812619,0.3839717941,0.3692507085
19, 2600903, 2664922, 64020,+,fam126a,ENSDARG00000026762, 37,-8.043852e-01,0.9152822386,0.9055501024,0.9219588265,0.9045866353,0.9055039140,0.9060757035
22,37872691,37881714,  9024,+,ahsg1,ENSDARG00000026764, 23, 4.459322e+00,0.8889274458,0.9103673796,0.8873250319,0.9516008543,0.9388194262,0.9289548282
6,22957709,23004373, 46665,-,nol11,ENSDARG00000026767, 47, 1.582396e+00,0.9224931747,0.9305043588,0.9219542646,0.9466472324,0.9381451262,0.9343721146
1,30420143,30438036, 17894,+,tmem41ab,ENSDARG00000026771, 14,-7.312725e-01,0.0115123894,0.0158217145,0.0093726379,0.0078649303,0.0059062330,0.0048730849
15,39277099,39822491,545393,-,robo1,ENSDARG00000026784, 89, 3.074367e+00,0.7759035339,0.7842411611,0.7694599634,0.7862504749,0.8243373938,0.8140456240
21,12008505,12021593, 13089,+,aqp7,ENSDARG00000026787,  3,-4.102968e+00,0.9372072716,0.9008397933,1.0000000000,0.8852980708,0.9291251384,0.8508687259
20,32047385,32114818, 67434,-,grm1a,ENSDARG00000026796, 20, 1.923637e-01,0.9400011607,0.9499752332,0.9496150750,0.9577811893,0.9417461616,0.9629245948
24,13015586,13240057,224472,+,stau2,ENSDARG00000026801, 44, 1.789031e+00,0.8694709050,0.8907790221,0.8557449585,0.8904654772,0.8873369985,0.8922896410
20,49940818,50016936, 76119,-,extl3,ENSDARG00000026811,  2, 3.716976e-01,0.9585087435,0.8928571429,0.9565217391,0.9471179270,0.9651162791,0.9465447154
18,13201831,13216672, 14842,+,cotl1,ENSDARG00000026829,  5, 6.379768e-01,0.6000000000,0.5846153846,0.6000000000,0.5735177866,0.6650000000,0.5727272727
3,59951010,59983476, 32467,-,cdr2l,ENSDARG00000026834, 20,-1.833974e-01,0.7104134485,0.7334351902,0.7043206311,0.7050656489,0.7147603444,0.7140013080
16,47426721,47450004, 23284,+,slc25a32b,ENSDARG00000026835,  4,-1.430705e+01,0.4090909091,0.4583333333,0.4711538462,0.2630591631,0.4558823529,0.2368421053
4, 1755462, 1759555,  4094,+,med21,ENSDARG00000026839,  3,-3.595305e-02,0.0000000000,0.0111111111,0.0000000000,0.0068027211,0.0000000000,0.0074490221
12,15475111,15561869, 86759,+,arhgap23b,ENSDARG00000026840, 20, 1.976028e+00,0.9376969247,0.9278052533,0.9147380352,0.9518375485,0.9445146052,0.9444866398
8,14170567,14185265, 14699,-,rhoaa,ENSDARG00000026845, 21, 3.657098e-01,0.0098522167,0.0052233756,0.0000000000,0.0067459519,0.0079141753,0.0095403992
4,20271463,20294853, 23391,-,cacna2d4a,ENSDARG00000026855,  3, 3.765197e+00,0.9027500497,0.9222255499,0.9519938057,0.9721532947,0.9508531603,0.9572926303
23,33292633,33309622, 16990,+,si:ch211-226m16.3,ENSDARG00000026864,  1,-4.648188e+00,0.8571428571,0.8852459016,1.0000000000,0.8750000000,0.8571428571,0.8750000000
3,21044154,21064778, 20625,-,tlcd3ba,ENSDARG00000026875,  2, 2.396559e-01,0.0000000000,0.0128205128,0.0000000000,0.0000000000,0.0100000000,0.0096153846
11,14197802,14267855, 70054,+,palm1a,ENSDARG00000026882, 22, 1.029318e+00,0.7190008059,0.7090749501,0.7151212564,0.7411416901,0.7260543019,0.7210712063
13,50235706,50249689, 13984,-,gpatch11,ENSDARG00000026892, 14,-1.295910e+01,0.4744602073,0.5357538064,0.6296900523,0.3534109726,0.3759293542,0.5002929450
1,47087501,47105214, 17714,+,cryzl1,ENSDARG00000026902,  1,-5.714286e+00,1.0000000000,1.0000000000,1.0000000000,0.8636363636,0.9473684211,0.9687500000
2,37872771,37878304,  5534,+,cbln13,ENSDARG00000026904,  6, 1.872497e-01,0.0025641026,0.0016835017,0.0057471264,0.0070357521,0.0020080321,0.0025641026
23,33357163,33363425,  6263,-,slc48a1a,ENSDARG00000026907,  1, 2.168576e+00,0.8235294118,0.9180327869,0.9230769231,0.9629629630,0.9090909091,0.9111111111
10, 3419832, 3429630,  9799,-,tmed2,ENSDARG00000026908,  9,-1.812046e-01,0.0000000000,0.0098039216,0.0045351474,0.0067599068,0.0000000000,0.0044249513
5,43780267,43796971, 16705,+,nos2a,ENSDARG00000026925,  3,-4.792430e-01,0.0000000000,0.0229034531,0.0000000000,0.0000000000,0.0000000000,0.0098039216
15, 8765650, 8799977, 34328,+,ap2s1,ENSDARG00000026967,  9,-1.357723e+00,0.6558358818,0.6509517036,0.6777377618,0.6585138598,0.6603380079,0.6309204304
